season,day_div,holiday,°C,humidity,solar_rad,wind_speed,visibility,rain/snow,rented_bike
Spring,mañana,0,15.1,80,0.01,1.0,623,0,918
Spring,mañana,0,15.7,75,0.11,1.1,804,0,1469
Spring,mañana,0,16.6,70,0.3,1.5,945,0,806
Spring,mañana,0,17.5,66,0.55,1.3,1059,0,579
Spring,mañana,0,18.5,61,0.95,1.6,1301,0,662
Spring,mañana,0,20.8,50,1.82,2.0,1240,0,818
Spring,tarde,0,21.9,48,2.14,2.5,1113,0,818
Spring,tarde,0,23.0,42,2.1,3.4,1315,0,920
Spring,tarde,0,23.7,43,2.28,2.8,1347,0,993
Spring,tarde,0,23.0,47,2.0,4.1,1417,0,1218
Spring,tarde,0,22.0,49,1.28,3.7,1582,0,1569
Spring,tarde,0,20.7,54,0.5,4.1,1484,0,2401
Spring,noche,0,19.1,60,0.1,3.4,1592,0,1779
Spring,noche,0,18.2,65,0.0,1.8,1563,0,1517
Spring,noche,0,17.9,64,0.0,2.1,1652,0,1503
Spring,noche,0,17.4,66,0.0,2.3,1565,0,1213
Spring,noche,0,16.8,70,0.0,0.9,1426,0,803
Spring,madrugada,0,16.8,69,0.0,0.8,1395,0,532
Spring,madrugada,0,17.1,72,0.0,1.7,1353,0,430
Spring,madrugada,0,17.0,73,0.0,1.6,1184,0,275
Spring,madrugada,0,17.0,74,0.0,1.7,1294,0,156
Spring,madrugada,0,16.9,74,0.0,1.2,1199,0,124
Spring,madrugada,0,16.9,73,0.0,1.6,1275,0,163
Spring,madrugada,0,16.8,74,0.0,1.2,1265,0,388
Spring,mañana,0,16.8,73,0.01,1.0,1366,0,1033
Spring,mañana,0,17.3,71,0.17,0.5,1481,0,1677
Spring,mañana,0,18.3,67,0.55,2.4,1375,0,867
Spring,mañana,0,18.9,66,0.85,2.0,1298,0,664
Spring,mañana,0,19.0,67,0.52,1.9,1062,0,696
Spring,mañana,0,19.6,63,0.68,2.9,1034,0,913
Spring,tarde,0,20.1,61,1.01,2.6,1117,0,870
Spring,tarde,0,21.0,53,1.12,3.2,1306,0,931
Spring,tarde,0,19.9,58,0.51,2.5,1348,0,961
Spring,tarde,0,19.7,58,0.78,3.7,1302,0,1173
Spring,tarde,0,19.7,57,0.54,2.6,1302,0,1436
Spring,tarde,0,18.9,68,0.12,3.3,1326,0,2134
Spring,noche,0,18.0,74,0.02,3.1,1258,0,1415
Spring,noche,0,17.3,80,0.0,2.4,927,0,1470
Spring,noche,0,17.0,83,0.0,3.2,744,0,1223
Spring,noche,0,16.0,85,0.0,2.0,409,0,1030
Spring,noche,0,15.0,94,0.0,1.6,163,0,454
Spring,madrugada,0,15.0,96,0.0,2.1,141,1,355
Spring,madrugada,0,14.8,96,0.0,1.7,209,0,113
Spring,madrugada,0,14.5,97,0.0,2.2,179,1,15
Spring,madrugada,0,14.3,97,0.0,1.2,228,1,22
Spring,madrugada,0,14.1,97,0.0,1.7,306,1,14
Spring,madrugada,0,11.9,97,0.0,3.4,305,1,19
Spring,madrugada,0,11.7,95,0.0,0.7,2000,1,172
Spring,mañana,0,10.3,90,0.01,1.2,2000,0,665
Spring,mañana,0,10.3,86,0.15,2.5,2000,0,1284
Spring,mañana,0,10.4,81,0.36,1.4,2000,0,378
Spring,mañana,0,10.7,81,0.57,1.4,2000,0,505
Spring,mañana,0,12.8,65,1.76,2.0,2000,0,744
Spring,mañana,0,15.3,54,2.83,2.1,1989,0,928
Spring,tarde,0,16.7,47,3.24,1.4,2000,0,951
Spring,tarde,0,17.9,42,3.04,1.3,1981,0,1096
Spring,tarde,0,17.9,44,2.79,2.2,2000,0,1209
Spring,tarde,0,17.9,42,2.25,1.1,2000,0,1413
Spring,tarde,0,17.2,46,1.6,2.2,2000,0,1745
Spring,tarde,0,16.0,47,0.79,2.1,2000,0,2402
Spring,noche,0,14.3,53,0.17,2.1,2000,0,1626
Spring,noche,0,12.8,56,0.0,2.0,2000,0,1374
Spring,noche,0,11.8,57,0.0,1.9,2000,0,1256
Spring,noche,0,10.9,58,0.0,1.5,2000,0,1041
Spring,noche,0,10.2,58,0.0,2.4,2000,0,668
Spring,madrugada,0,9.5,61,0.0,1.7,2000,0,436
Spring,madrugada,0,9.0,62,0.0,1.9,2000,0,373
Spring,madrugada,0,9.0,63,0.0,2.1,2000,0,220
Spring,madrugada,0,8.9,64,0.0,2.2,2000,0,150
Spring,madrugada,0,8.8,65,0.0,2.5,2000,0,87
Spring,madrugada,0,8.3,81,0.0,2.0,1060,1,18
Spring,madrugada,0,7.5,94,0.0,2.4,511,1,21
Spring,mañana,0,7.1,94,0.0,2.2,572,1,38
Spring,mañana,0,6.7,94,0.05,2.7,1127,1,207
Spring,mañana,0,6.8,89,0.07,2.9,2000,0,129
Spring,mañana,0,7.1,87,0.15,2.9,2000,0,95
Spring,mañana,0,7.1,93,0.19,2.6,697,0,47
Spring,mañana,0,7.3,95,0.3,2.2,676,1,70
Spring,tarde,0,7.7,95,0.4,1.9,442,0,84
Spring,tarde,0,8.0,95,0.35,1.5,514,0,46
Spring,tarde,0,8.1,96,0.26,1.9,410,1,37
Spring,tarde,0,8.1,96,0.21,1.5,281,1,31
Spring,tarde,0,8.0,96,0.13,1.4,298,1,46
Spring,tarde,0,7.6,96,0.04,2.0,660,0,75
Spring,noche,0,7.6,96,0.0,1.5,1309,1,75
Spring,noche,0,7.3,96,0.0,1.9,2000,0,56
Spring,noche,0,7.3,96,0.0,1.5,749,1,99
Spring,noche,0,7.2,96,0.0,1.0,700,0,77
Spring,noche,0,7.1,96,0.0,1.3,1497,1,79
Spring,madrugada,0,7.2,95,0.0,0.9,861,1,56
Spring,madrugada,0,7.2,95,0.0,0.2,683,1,50
Spring,madrugada,0,7.3,96,0.0,1.0,337,1,27
Spring,madrugada,0,7.2,96,0.0,0.8,349,1,18
Spring,madrugada,0,6.8,97,0.0,2.2,453,1,9
Spring,madrugada,0,6.3,97,0.0,1.7,787,1,54
Spring,madrugada,0,6.1,96,0.0,2.1,798,0,178
Spring,mañana,0,5.7,95,0.02,3.4,1136,0,591
Spring,mañana,0,5.9,90,0.32,2.8,1820,0,1235
Spring,mañana,0,6.9,83,0.83,2.2,1666,0,719
Spring,mañana,0,8.0,73,1.44,2.8,1641,0,529
Spring,mañana,0,8.3,69,1.81,4.1,1217,0,598
Spring,mañana,0,6.7,71,1.05,4.6,543,0,756
Spring,tarde,0,7.9,58,1.88,4.3,488,0,683
Spring,tarde,0,7.4,56,1.04,3.5,461,0,572
Spring,tarde,0,6.8,50,0.56,4.1,660,0,545
Spring,tarde,0,6.6,50,0.81,4.0,645,0,585
Spring,tarde,0,6.3,50,0.64,4.4,707,0,776
Spring,tarde,0,5.9,43,0.62,5.3,859,0,1114
Spring,noche,0,4.8,48,0.17,3.8,1126,0,659
Spring,noche,0,4.3,59,0.0,4.6,991,0,508
Spring,noche,0,4.0,67,0.0,3.0,794,0,447
Spring,noche,0,3.9,68,0.0,3.0,737,0,499
Spring,noche,0,3.8,75,0.0,4.1,604,0,312
Spring,madrugada,0,3.0,67,0.0,3.3,945,0,282
Spring,madrugada,0,2.6,67,0.0,2.7,1053,0,225
Spring,madrugada,0,1.8,81,0.0,2.9,325,0,123
Spring,madrugada,0,1.5,82,0.0,3.5,372,1,122
Spring,madrugada,0,1.6,70,0.0,3.6,1392,1,80
Spring,madrugada,0,1.6,62,0.0,4.9,1372,0,57
Spring,madrugada,0,1.7,58,0.0,3.8,1189,0,108
Spring,mañana,0,1.9,51,0.07,4.9,1297,0,206
Spring,mañana,0,2.4,44,0.41,4.3,1375,0,399
Spring,mañana,0,3.4,37,1.07,3.6,1668,0,426
Spring,mañana,0,4.3,31,1.77,4.9,1661,0,453
Spring,mañana,0,4.7,26,1.55,4.8,1927,0,553
Spring,mañana,0,6.0,23,2.0,4.2,1990,0,697
Spring,tarde,0,7.4,22,2.98,4.5,1964,0,852
Spring,tarde,0,8.1,24,2.99,4.7,1914,0,919
Spring,tarde,0,7.6,36,1.39,5.0,1928,0,925
Spring,tarde,0,7.9,34,1.09,4.7,1979,0,897
Spring,tarde,0,7.6,36,1.8,5.3,2000,0,908
Spring,tarde,0,6.4,43,0.92,3.7,2000,0,714
Spring,noche,0,4.9,47,0.2,3.5,2000,0,518
Spring,noche,0,4.2,44,0.0,4.1,2000,0,458
Spring,noche,0,3.8,39,0.0,3.2,2000,0,443
Spring,noche,0,3.5,41,0.0,2.8,2000,0,426
Spring,noche,0,3.1,39,0.0,3.1,2000,0,368
Spring,madrugada,0,2.9,46,0.0,2.2,2000,0,325
Spring,madrugada,0,2.4,46,0.0,1.7,2000,0,224
Spring,madrugada,0,2.2,49,0.0,1.9,2000,0,191
Spring,madrugada,0,2.0,50,0.0,2.0,2000,0,141
Spring,madrugada,0,1.7,51,0.0,1.3,2000,0,90
Spring,madrugada,0,1.3,51,0.0,1.6,2000,0,59
Spring,madrugada,0,0.9,52,0.0,1.1,2000,0,101
Spring,mañana,0,0.9,54,0.11,0.8,2000,0,159
Spring,mañana,0,2.9,53,0.68,1.5,1892,0,332
Spring,mañana,0,5.1,46,1.34,2.7,1888,0,405
Spring,mañana,0,6.3,39,1.55,2.8,2000,0,494
Spring,mañana,0,6.4,29,0.9,2.7,2000,0,586
Spring,mañana,0,6.9,30,0.85,1.8,1994,0,709
Spring,tarde,0,7.4,27,0.86,1.8,2000,0,847
Spring,tarde,0,7.9,27,0.75,1.0,1985,0,777
Spring,tarde,0,7.3,38,0.38,0.8,2000,0,343
Spring,tarde,0,6.1,65,0.21,1.5,1465,0,137
Spring,tarde,0,4.3,80,0.23,2.6,1357,1,58
Spring,tarde,0,3.0,89,0.07,1.5,283,1,22
Spring,noche,0,2.5,94,0.0,1.8,349,1,44
Spring,noche,0,2.7,90,0.0,1.5,639,0,93
Spring,noche,0,2.8,88,0.0,2.1,592,0,170
Spring,noche,0,2.7,88,0.0,2.0,621,0,177
Spring,noche,0,2.9,85,0.0,0.9,829,0,182
Spring,madrugada,0,3.2,84,0.0,0.6,785,0,197
Spring,madrugada,0,2.8,87,0.0,0.8,462,0,140
Spring,madrugada,0,2.2,88,0.0,0.5,508,0,97
Spring,madrugada,0,1.6,94,0.0,0.3,426,0,52
Spring,madrugada,0,1.1,95,0.0,0.5,345,0,43
Spring,madrugada,0,0.7,96,0.0,1.0,206,0,91
Spring,madrugada,0,0.1,97,0.0,0.6,77,0,239
Spring,mañana,0,0.6,97,0.05,1.3,66,0,651
Spring,mañana,0,1.0,97,0.22,0.9,148,0,1163
Spring,mañana,0,2.6,96,0.87,1.1,316,0,682
Spring,mañana,0,5.2,73,2.08,1.0,668,0,506
Spring,mañana,0,7.5,54,2.49,0.9,1013,0,644
Spring,mañana,0,10.4,44,2.93,1.7,1235,0,799
Spring,tarde,0,12.4,32,3.06,1.7,1441,0,869
Spring,tarde,0,13.9,26,2.99,2.5,1537,0,921
Spring,tarde,0,14.2,24,2.6,1.8,1743,0,1038
Spring,tarde,0,15.3,24,2.0,1.5,1534,0,1185
Spring,tarde,0,15.3,26,1.39,0.9,1257,0,1479
Spring,tarde,0,14.8,24,0.69,1.3,1514,0,2401
Spring,noche,0,13.4,33,0.15,1.2,1356,0,1599
Spring,noche,0,11.7,34,0.0,0.9,1393,0,1362
Spring,noche,0,10.3,38,0.0,0.5,1433,0,1232
Spring,noche,0,9.6,41,0.0,0.5,1428,0,1069
Spring,noche,0,9.6,43,0.0,1.2,1333,0,623
Spring,madrugada,0,9.0,46,0.0,1.2,1259,0,485
Spring,madrugada,0,9.0,44,0.0,1.0,1314,0,376
Spring,madrugada,0,8.8,43,0.0,1.0,1490,0,250
Spring,madrugada,0,8.1,48,0.0,0.8,1455,0,149
Spring,madrugada,0,7.5,48,0.0,1.0,1458,0,102
Spring,madrugada,0,7.1,53,0.0,0.8,1392,0,123
Spring,madrugada,0,6.9,51,0.0,0.9,1546,0,370
Spring,mañana,0,7.2,50,0.1,1.1,1454,0,981
Spring,mañana,0,9.6,38,0.58,1.4,1527,0,1702
Spring,mañana,0,11.9,35,0.95,1.1,1664,0,982
Spring,mañana,0,15.2,31,1.84,1.6,1757,0,703
Spring,mañana,0,18.5,27,2.59,1.3,1610,0,839
Spring,mañana,0,20.5,37,2.94,4.6,1761,0,1023
Spring,tarde,0,21.9,34,2.77,5.1,1861,0,967
Spring,tarde,0,21.2,35,1.8,7.4,1992,0,913
Spring,tarde,0,21.4,33,1.63,4.8,1998,0,933
Spring,tarde,0,20.9,34,1.37,5.8,2000,0,1080
Spring,tarde,0,20.6,39,0.74,5.6,2000,0,1004
Spring,tarde,0,19.7,52,0.2,7.2,2000,0,1805
Spring,noche,0,19.2,55,0.01,5.8,2000,0,1153
Spring,noche,0,19.1,58,0.0,6.1,2000,0,336
Spring,noche,0,17.5,70,0.0,7.3,1634,1,133
Spring,noche,0,15.8,83,0.0,5.4,691,1,75
Spring,noche,0,15.1,83,0.0,4.1,1147,1,212
Spring,madrugada,0,9.5,40,0.0,2.4,1987,0,504
Spring,madrugada,0,8.9,40,0.0,2.1,2000,0,374
Spring,madrugada,0,8.1,45,0.0,1.0,2000,0,269
Spring,madrugada,0,7.8,49,0.0,1.4,1972,0,182
Spring,madrugada,0,7.5,53,0.0,1.0,1701,0,98
Spring,madrugada,0,7.1,57,0.0,0.8,1746,0,144
Spring,madrugada,0,7.1,55,0.0,1.8,1780,0,375
Spring,mañana,0,7.6,54,0.13,1.7,1690,0,1054
Spring,mañana,0,8.9,48,0.69,1.1,1444,0,1789
Spring,mañana,0,11.5,43,1.43,1.7,1818,0,952
Spring,mañana,0,13.8,39,2.09,2.3,1659,0,686
Spring,mañana,0,16.2,30,2.68,2.4,1700,0,829
Spring,mañana,0,17.5,20,3.07,4.6,2000,0,969
Spring,tarde,0,18.1,18,3.2,5.1,1939,0,1029
Spring,tarde,0,18.8,27,3.13,4.9,1888,0,990
Spring,tarde,0,19.4,24,2.86,3.9,2000,0,1074
Spring,tarde,0,18.8,23,2.39,4.2,1956,0,1273
Spring,tarde,0,18.6,22,1.72,3.7,1978,0,1664
Spring,tarde,0,17.9,16,0.92,3.7,2000,0,2359
Spring,noche,0,15.9,14,0.25,2.8,2000,0,1641
Spring,noche,0,14.2,15,0.0,2.6,2000,0,1319
Spring,noche,0,13.4,15,0.0,2.7,2000,0,1241
Spring,noche,0,13.5,15,0.0,2.2,2000,0,1142
Spring,noche,0,12.6,16,0.0,1.7,2000,0,772
Spring,madrugada,0,11.4,22,0.0,1.5,2000,0,525
Spring,madrugada,0,10.0,23,0.0,0.7,2000,0,432
Spring,madrugada,0,9.7,23,0.0,1.4,2000,0,257
Spring,madrugada,0,9.9,27,0.0,1.3,2000,0,167
Spring,madrugada,0,9.7,29,0.0,1.8,2000,0,112
Spring,madrugada,0,9.1,34,0.0,0.9,2000,0,156
Spring,madrugada,0,8.3,35,0.0,0.3,2000,0,368
Spring,mañana,0,8.8,33,0.11,1.2,2000,0,999
Spring,mañana,0,10.6,27,0.39,1.1,2000,0,1721
Spring,mañana,0,13.2,22,0.93,1.1,2000,0,982
Spring,mañana,0,15.7,18,1.66,1.6,1980,0,741
Spring,mañana,0,16.9,15,1.8,1.7,1994,0,867
Spring,mañana,0,18.2,15,2.27,1.6,2000,0,1095
Spring,tarde,0,19.0,15,2.02,1.4,2000,0,973
Spring,tarde,0,18.7,14,1.25,1.6,2000,0,1063
Spring,tarde,0,18.6,15,0.81,0.9,1991,0,1108
Spring,tarde,0,18.3,16,0.7,1.0,2000,0,1270
Spring,tarde,0,18.1,16,0.45,1.4,2000,0,1662
Spring,tarde,0,17.5,18,0.23,1.3,2000,0,2404
Spring,noche,0,16.9,19,0.06,0.5,2000,0,1641
Spring,noche,0,16.2,22,0.0,0.9,2000,0,1359
Spring,noche,0,16.4,24,0.0,2.9,1983,0,1311
Spring,noche,0,16.3,25,0.0,2.0,2000,0,1178
Spring,noche,0,15.5,27,0.0,3.5,2000,0,849
Spring,madrugada,0,14.8,27,0.0,2.1,2000,0,664
Spring,madrugada,0,14.1,25,0.0,1.8,2000,0,513
Spring,madrugada,0,13.5,27,0.0,1.6,2000,0,253
Spring,madrugada,0,12.1,41,0.0,1.0,2000,1,62
Spring,madrugada,0,10.3,72,0.0,1.0,2000,1,39
Spring,madrugada,0,9.5,76,0.0,0.8,1962,0,20
Spring,madrugada,0,8.7,80,0.0,1.1,1518,1,12
Spring,mañana,0,8.2,88,0.01,0.7,607,1,18
Spring,mañana,0,7.7,88,0.08,1.4,516,1,17
Spring,mañana,0,7.5,94,0.15,1.5,506,1,17
Spring,mañana,0,7.7,94,0.28,1.0,685,1,43
Spring,mañana,0,8.1,94,0.39,1.2,802,1,52
Spring,mañana,0,8.6,94,0.49,1.1,389,0,75
Spring,tarde,0,8.8,93,0.38,1.7,597,0,70
Spring,tarde,0,8.9,94,0.29,1.3,1129,1,122
Spring,tarde,0,8.6,88,0.17,3.2,1211,0,203
Spring,tarde,0,8.9,87,0.32,1.8,2000,0,445
Spring,tarde,0,9.3,81,0.52,2.4,2000,0,675
Spring,tarde,0,9.6,79,0.39,1.8,2000,0,706
Spring,noche,0,9.5,76,0.02,2.3,2000,0,612
Spring,noche,0,9.4,76,0.0,2.6,1376,0,640
Spring,noche,0,9.1,76,0.0,3.5,1113,0,633
Spring,noche,0,8.8,77,0.0,3.2,1258,0,586
Spring,noche,0,8.4,77,0.0,3.8,1662,0,503
Spring,madrugada,0,7.8,78,0.0,1.8,1741,0,475
Spring,madrugada,0,7.1,78,0.0,3.6,1662,0,349
Spring,madrugada,0,6.7,80,0.0,2.8,1342,0,254
Spring,madrugada,0,6.4,83,0.0,2.3,1158,0,183
Spring,madrugada,0,6.0,84,0.0,1.7,951,0,110
Spring,madrugada,0,5.8,85,0.0,1.3,829,0,65
Spring,madrugada,0,5.6,85,0.0,1.2,769,0,102
Spring,mañana,0,5.8,83,0.15,1.1,733,0,223
Spring,mañana,0,7.0,78,0.56,0.9,656,0,401
Spring,mañana,0,8.6,66,1.16,1.7,881,0,513
Spring,mañana,0,10.3,62,1.76,2.1,914,0,582
Spring,mañana,0,11.8,57,2.18,2.6,1041,0,797
Spring,mañana,0,12.5,53,2.52,3.4,1324,0,1105
Spring,tarde,0,13.5,46,2.71,3.4,1325,0,1229
Spring,tarde,0,13.7,50,2.3,3.7,1218,0,1083
Spring,tarde,0,13.1,54,1.98,4.1,1264,0,62
Spring,tarde,0,12.0,61,0.57,3.6,1374,0,124
Spring,tarde,0,11.8,60,0.6,2.9,1457,0,42
Spring,tarde,0,11.9,58,0.61,2.2,1645,0,343
Spring,noche,0,11.0,62,0.19,2.1,1661,0,317
Spring,noche,0,10.3,62,0.0,2.0,1749,0,297
Spring,noche,0,9.6,66,0.0,1.7,1850,0,464
Spring,noche,0,9.0,65,0.0,1.7,1953,0,620
Spring,noche,0,8.6,69,0.0,2.2,1730,0,467
Spring,madrugada,0,8.3,59,0.0,2.1,1912,0,401
Spring,madrugada,0,7.6,62,0.0,1.2,1885,0,226
Spring,madrugada,0,7.1,64,0.0,0.9,1756,0,126
Spring,madrugada,0,6.4,67,0.0,1.4,1668,0,107
Spring,madrugada,0,5.9,68,0.0,0.7,1590,0,75
Spring,madrugada,0,5.3,73,0.0,0.8,1474,0,132
Spring,madrugada,0,5.0,70,0.0,0.7,1739,0,405
Spring,mañana,0,5.0,67,0.18,1.0,1774,0,1049
Spring,mañana,0,6.9,54,0.85,0.7,1706,0,1713
Spring,mañana,0,10.1,42,1.57,0.8,1911,0,922
Spring,mañana,0,12.4,34,2.24,1.2,1943,0,700
Spring,mañana,0,14.1,32,2.67,1.3,2000,0,855
Spring,mañana,0,15.5,33,3.1,2.5,1893,0,1052
Spring,tarde,0,16.6,30,3.21,2.3,1876,0,973
Spring,tarde,0,18.0,28,3.11,1.6,1820,0,1016
Spring,tarde,0,18.4,25,2.8,2.0,1809,0,1145
Spring,tarde,0,18.5,24,2.27,3.0,1773,0,1452
Spring,tarde,0,18.7,21,1.65,2.5,1871,0,1753
Spring,tarde,0,17.0,28,0.88,3.1,2000,0,2692
Spring,noche,0,13.8,32,0.26,3.4,1992,0,1719
Spring,noche,0,12.1,35,0.0,2.4,1954,0,1498
Spring,noche,0,11.1,39,0.0,1.5,1734,0,1355
Spring,noche,0,10.8,33,0.0,0.9,2000,0,1099
Spring,noche,0,9.7,33,0.0,0.4,2000,0,733
Spring,madrugada,0,9.6,31,0.0,0.8,2000,0,503
Spring,madrugada,0,9.0,36,0.0,1.0,1994,0,421
Spring,madrugada,0,8.4,45,0.0,0.9,1987,0,237
Spring,madrugada,0,7.8,49,0.0,1.0,1975,0,164
Spring,madrugada,0,7.6,52,0.0,0.4,1935,0,110
Spring,madrugada,0,7.4,56,0.0,0.6,1746,0,143
Spring,madrugada,0,6.9,57,0.0,0.5,1775,0,406
Spring,mañana,0,6.9,57,0.18,1.1,1633,0,1100
Spring,mañana,0,8.7,49,0.68,0.8,1520,0,1920
Spring,mañana,0,12.0,39,1.44,0.6,1386,0,1013
Spring,mañana,0,14.7,31,2.04,1.1,1240,0,731
Spring,mañana,0,16.9,27,2.66,1.5,1354,0,822
Spring,mañana,0,18.0,26,3.03,2.2,1459,0,1112
Spring,tarde,0,19.1,26,3.16,2.5,1134,0,1007
Spring,tarde,0,19.8,23,3.01,2.6,1472,0,1037
Spring,tarde,0,19.9,26,2.8,3.5,1628,0,1120
Spring,tarde,0,19.5,28,2.24,3.0,1605,0,1312
Spring,tarde,0,18.3,29,1.61,4.3,1626,0,1632
Spring,tarde,0,17.1,31,0.93,3.3,1501,0,1727
Spring,noche,0,14.5,31,0.25,3.1,1558,0,1356
Spring,noche,0,12.5,31,0.0,3.8,1746,0,1290
Spring,noche,0,11.7,31,0.0,2.6,1617,0,1320
Spring,noche,0,11.0,34,0.0,1.2,1529,0,1071
Spring,noche,0,10.1,41,0.0,1.1,1509,0,680
Spring,madrugada,0,9.6,44,0.0,2.2,1417,0,515
Spring,madrugada,0,8.9,45,0.0,2.1,1456,0,375
Spring,madrugada,0,8.7,44,0.0,1.6,1684,0,260
Spring,madrugada,0,7.9,45,0.0,0.7,1770,0,164
Spring,madrugada,0,7.2,49,0.0,0.8,1546,0,105
Spring,madrugada,0,6.7,50,0.0,1.6,1774,0,154
Spring,madrugada,0,6.2,52,0.0,0.8,1609,0,395
Spring,mañana,0,6.4,51,0.19,1.0,1398,0,1083
Spring,mañana,0,8.3,36,0.82,0.6,1335,0,1815
Spring,mañana,0,11.2,31,1.59,1.7,1299,0,987
Spring,mañana,0,13.7,26,2.25,2.3,1476,0,761
Spring,mañana,0,15.5,22,2.82,1.4,1762,0,845
Spring,mañana,0,16.5,17,3.13,3.3,1819,0,1047
Spring,tarde,0,17.7,16,3.27,2.8,1824,0,975
Spring,tarde,0,18.9,15,3.17,1.8,1822,0,967
Spring,tarde,0,19.0,21,2.88,3.3,1716,0,1149
Spring,tarde,0,18.5,22,2.27,2.7,1515,0,1346
Spring,tarde,0,17.8,26,1.63,3.3,1439,0,1738
Spring,tarde,0,16.6,33,0.86,3.4,1182,0,1918
Spring,noche,0,14.7,40,0.21,2.4,1207,0,842
Spring,noche,0,13.0,41,0.0,2.3,1164,0,1346
Spring,noche,0,12.1,40,0.0,2.0,1308,0,1209
Spring,noche,0,11.3,42,0.0,1.6,1189,0,1003
Spring,noche,0,10.7,42,0.0,0.9,1236,0,671
Spring,madrugada,0,9.8,44,0.0,1.4,1268,0,520
Spring,madrugada,0,9.3,45,0.0,0.8,1263,0,42
Spring,madrugada,0,8.8,49,0.0,0.7,1272,0,281
Spring,madrugada,0,8.6,53,0.0,1.5,1185,0,206
Spring,madrugada,0,8.3,53,0.0,1.1,1007,0,125
Spring,madrugada,0,7.9,59,0.0,1.4,1005,0,153
Spring,madrugada,0,7.6,55,0.0,1.2,1021,0,367
Spring,mañana,0,7.7,48,0.19,0.4,1110,0,254
Spring,mañana,0,9.6,39,0.79,0.8,1003,0,20
Spring,mañana,0,12.4,29,1.49,1.5,1380,0,316
Spring,mañana,0,14.7,29,2.07,1.7,1070,0,139
Spring,mañana,0,16.1,23,2.52,2.5,1361,0,795
Spring,mañana,0,17.8,21,2.79,2.7,1335,0,919
Spring,tarde,0,19.2,17,2.89,2.2,1448,0,930
Spring,tarde,0,20.5,17,2.83,3.1,1512,0,996
Spring,tarde,0,20.2,21,2.53,4.8,1161,0,1039
Spring,tarde,0,19.8,25,2.02,4.4,1132,0,1198
Spring,tarde,0,20.1,27,1.38,1.9,1088,0,1534
Spring,tarde,0,19.1,31,0.7,3.0,958,0,2198
Spring,noche,0,17.4,34,0.16,2.2,779,0,1489
Spring,noche,0,15.5,38,0.0,1.7,745,0,1313
Spring,noche,0,14.2,44,0.0,2.4,1290,0,1165
Spring,noche,0,13.4,49,0.0,1.1,1326,0,1054
Spring,noche,0,12.9,51,0.0,1.7,1200,0,677
Spring,madrugada,0,12.4,56,0.0,0.5,1028,0,553
Spring,madrugada,0,11.8,60,0.0,0.2,918,0,436
Spring,madrugada,0,11.7,63,0.0,0.5,904,0,305
Spring,madrugada,0,11.3,61,0.0,0.3,934,0,188
Spring,madrugada,0,11.4,60,0.0,0.8,932,0,134
Spring,madrugada,0,11.4,60,0.0,0.4,851,0,168
Spring,madrugada,0,11.2,63,0.0,0.7,821,0,414
Spring,mañana,0,11.3,62,0.17,0.7,774,0,979
Spring,mañana,0,13.0,54,0.68,1.2,738,0,1659
Spring,mañana,0,15.8,42,1.37,0.9,683,0,962
Spring,mañana,0,18.2,36,1.99,1.0,620,0,708
Spring,mañana,0,20.6,34,2.51,2.2,705,0,805
Spring,mañana,0,22.5,33,2.88,1.8,894,0,1019
Spring,tarde,0,24.2,30,3.03,1.5,835,0,973
Spring,tarde,0,25.9,28,2.92,2.2,808,0,970
Spring,tarde,0,26.1,27,2.59,1.8,581,0,1080
Spring,tarde,0,25.7,30,2.07,3.4,600,0,1206
Spring,tarde,0,25.6,30,1.47,2.3,671,0,1543
Spring,tarde,0,24.7,33,0.78,2.3,687,0,2268
Spring,noche,0,22.9,35,0.22,1.8,714,0,1578
Spring,noche,0,21.1,43,0.0,1.8,788,0,1358
Spring,noche,0,19.2,50,0.0,1.5,842,0,1213
Spring,noche,0,18.2,52,0.0,1.3,818,0,1183
Spring,noche,0,17.3,57,0.0,0.6,807,0,891
Spring,madrugada,0,16.3,59,0.0,0.2,756,0,707
Spring,madrugada,0,15.5,60,0.0,1.1,658,0,628
Spring,madrugada,0,14.7,63,0.0,1.8,611,0,436
Spring,madrugada,0,14.2,62,0.0,1.4,583,0,307
Spring,madrugada,0,13.6,67,0.0,1.6,521,0,166
Spring,madrugada,0,13.0,70,0.0,0.5,385,0,122
Spring,madrugada,0,12.3,67,0.0,0.5,483,0,184
Spring,mañana,0,12.5,68,0.22,1.1,457,0,324
Spring,mañana,0,14.6,54,0.89,0.9,431,0,600
Spring,mañana,0,18.1,33,1.61,1.1,512,0,647
Spring,mañana,0,20.6,24,2.29,2.0,950,0,702
Spring,mañana,0,23.1,19,2.85,2.0,1172,0,872
Spring,mañana,0,24.3,14,3.19,3.3,1701,0,1130
Spring,tarde,0,24.6,10,3.31,2.7,2000,0,1315
Spring,tarde,0,25.0,14,3.29,3.8,1858,0,1511
Spring,tarde,0,25.0,13,2.98,4.1,2000,0,1730
Spring,tarde,0,24.8,13,2.5,3.3,1955,0,1942
Spring,tarde,0,23.2,12,1.69,3.6,2000,0,2032
Spring,tarde,0,22.2,11,0.98,3.0,2000,0,1986
Spring,noche,0,20.7,15,0.34,2.0,2000,0,1711
Spring,noche,0,19.1,18,0.0,1.2,2000,0,1581
Spring,noche,0,17.8,21,0.0,1.2,2000,0,1491
Spring,noche,0,16.7,28,0.0,1.0,1996,0,1292
